ResponseID,ResponseSet,IPAddress,StartDate,EndDate,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalDataReference,Finished,Status,Score_sum,Score_weightedAvg,Score_weightedStdDev,Q1.1,Q1.2,Q1.2_TEXT,Q1.3,Q1.3_TEXT,Q2.1_1,Q2.1_2,Q2.1_3,Q2.1_4,Q2.1_5,Q2.1_6,Q2.1_7,Q2.1_8,Q2.1_8_TEXT,Q2.2_x35,Q2.2_x4,Q2.2_x6,Q2.2_x25,Q2.2_x13,Q2.2_x2,Q2.2_x3,Q2.2_x15,Q2.2_x15_TEXT,Q2.3_x35,Q2.3_x4,Q2.3_x6,Q2.3_x25,Q2.3_x13,Q2.3_x2,Q2.3_x3,Q2.3_x15,Q2.3_x15_TEXT,Q3.1_1_35,Q3.1_2_35,Q3.1_3_35,Q3.1_4_35,Q3.1_5_35,Q3.2_35,Q3.1_1_4,Q3.1_2_4,Q3.1_3_4,Q3.1_4_4,Q3.1_5_4,Q3.2_4,Q3.1_1_6,Q3.1_2_6,Q3.1_3_6,Q3.1_4_6,Q3.1_5_6,Q3.2_6,Q3.1_1_25,Q3.1_2_25,Q3.1_3_25,Q3.1_4_25,Q3.1_5_25,Q3.2_25,Q3.1_1_13,Q3.1_2_13,Q3.1_3_13,Q3.1_4_13,Q3.1_5_13,Q3.2_13,Q3.1_1_2,Q3.1_2_2,Q3.1_3_2,Q3.1_4_2,Q3.1_5_2,Q3.2_2,Q3.1_1_3,Q3.1_2_3,Q3.1_3_3,Q3.1_4_3,Q3.1_5_3,Q3.2_3,Q3.1_1_15,Q3.1_2_15,Q3.1_3_15,Q3.1_4_15,Q3.1_5_15,Q3.2_15,Q4.1,Q4.2,Q5.1,Q5.2_1,Q5.2_2,Q5.2_3,Q5.2_4,LocationLatitude,LocationLongitude,LocationAccuracy,Services_count,BPA_pct,Fin_pct,HR_pct,PS_pct,SIS_pct,FR_pct,UDW_pct,Others_pct,Conform_pct,Reliab_pct,Assur_pct,Partner_pct,Respon_pct,Quality_pct,Satisfaction_pct,Target_pct,filter_$,RES_1,ZRE_1
R_3G7LREnBrG0ZMkY,Default Response Set,,11/16/2015 14:09,11/16/2015 14:16,,,,,1,0,23,3.29,1.89,1,4,,3,,1,1,1,9,9,9,1,9,,2,3,5,,,,3,,,3,2,5,,,,2,,,4,4,4,4,4,,3,3,3,3,3,,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,,,,,,,,3,I suggest training materials.,1,0,0,2.32,0,,,-1,4,80,60,60,,,,60,,65,65,65,65,65,65,60,80,1,0,0
R_2t67BsTiVUCCHwV,Default Response Set,,11/16/2015 15:19,11/16/2015 15:25,,,,,1,0,21,4.2,1.64,1,4,,3,,9,9,1,9,9,9,1,9,,,,5,,,,5,,,,,5,,,,3,,,,,,,,,,,,,,,2,4,5,5,5,"PeopleSync functionality does not meet all business process requirements and results in pain points for our users, in particular, job descriptions, new position creation, and edit position restrictions. These processes in PeopleSync provide less robust functionality than our legacy systems did.",,,,,,,,,,,,,,,,,,,3,3,3,4,4,,,,,,,,4,,1,0,0,7.29,0,,,-1,2,,,84,,,,68,,50,70,80,90,90,76,80,80,1,0,0
R_Ua8dEQZnWlvjUjv,Default Response Set,,11/16/2015 17:13,11/16/2015 17:14,,,,,1,0,15,3,1.22,1,4,,3,,1,9,1,9,9,9,9,9,,1,,3,,,,,,,4,,5,,,,,,,3,3,3,3,3,,,,,,,,4,4,5,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,1,0,0,3.34,0,,,-1,2,60,,80,,,,,,70,70,80,60,70,70,80,80,1,0,0
R_3mlqAUkkce1qvLi,Default Response Set,,11/17/2015 8:31,11/17/2015 8:46,,,,,1,0,21,3.5,1.52,1,4,,3,,1,9,1,9,1,9,9,9,,5,,5,,3,,,,,4,,5,,5,,,,,5,5,5,5,5,,,,,,,,5,5,5,5,5,,,,,,,,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,5,"I work very closely with Prinson and his team, Vicki Wu, Alex Shinderman, Al Minervini, Andy Chiu and Libby Wasser on numerous Benefits, Payroll and HR integrations.  They each go above and beyond to help troubleshoot issues and implement quick resolution.  Regardless of scope, they treat every issue with a sense of urgency and give it their full attention.  I value the partnerships I have formed with them over the years and know that the success of numerous University initiatives are directly related to their contributions as a team.",1,0,0,2.41,0,,,-1,3,100,,100,,100,,,,100,100,100,100,100,100,100,80,1,0,0
R_2dgBvf9Bv7hVYRM,Default Response Set,,11/3/2015 15:21,11/3/2015 15:25,,,,,1,0,16,3.2,1.48,1,5,,3,,1,9,1,9,9,9,9,9,,2,,2,,,,,,,5,,4,,,,,,,4,4,4,4,3,,,,,,,,3,3,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Performance improvement,1,0,0,3.75,0,,,-1,2,76,,68,,,,,,70,70,70,80,70,72,80,80,1,0,0
R_2PjQc6VkKaMXZ28,Default Response Set,,11/3/2015 14:47,11/3/2015 15:38,,,,,1,0,26,3.71,2.06,1,5,,3,,1,1,1,9,9,9,1,9,,4,1,3,,,,4,,,4,3,4,,,,5,,,4,5,4,5,5,,3,3,3,3,3,,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,5,2,4,3,2,Many times the data is not always accurate or up to date.,,,,,,,5,Great group. Happy to partner with them,1,0,0,1.37,0,,,-1,4,92,60,100,,,,64,,85,75,80,80,75,79,100,80,1,0,0
R_3gXjMtsAkfN47HV,Default Response Set,,11/5/2015 10:51,11/5/2015 10:54,,,,,1,0,16,4,1.15,1,5,,3,,9,9,9,9,1,9,9,9,,,,,,2,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,4,3,2,Very hard to navigate.,,,,,,,,,,,,,,,,,,,3,,1,0,0,1.98,0,,,-1,1,,,,,64,,,,60,80,80,60,40,64,60,80,1,0,0
R_8IV5W4YM4UjLtcZ,Default Response Set,,11/16/2015 10:00,11/16/2015 10:03,,,,,1,0,16,3.2,1.48,1,5,,3,,1,9,1,9,9,9,9,9,,4,,4,,,,,,,5,,3,,,,,,,5,5,5,5,5,,,,,,,,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,1,0,0,1.52,0,,,-1,2,100,,100,,,,,,100,100,100,100,100,100,80,80,1,0,0
R_2YXN8kjTOAClz67,Default Response Set,,11/16/2015 10:28,11/16/2015 10:30,,,,,1,0,15,3.75,0.96,1,5,,3,,9,9,1,9,9,9,9,9,,,,3,,,,,,,,,5,,,,,,,,,,,,,,,,,,,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,1,0,0,3.31,0,,,-1,1,,,80,,,,,,80,80,80,80,80,80,80,80,1,0,0
R_3HZvPUMhZH2GdYl,Default Response Set,,11/3/2015 15:04,11/3/2015 15:11,,,,,1,0,31,3.88,2.03,1,6,,3,,1,1,1,9,1,9,1,9,,4,4,4,,4,,4,,,5,5,5,,5,,5,,,4,4,4,4,4,,3,3,3,3,3,,4,4,4,4,4,,,,,,,,3,3,3,3,3,,,,,,,,2,2,4,3,4,Data is not always reliable,,,,,,,4,"enhanced servers, more cloud based systems",1,0,0,5.91,0,,,-1,5,80,60,80,,60,,60,,64,64,72,68,72,68,80,80,1,0,0
R_3CIzhobZqrehOAt,Default Response Set,,11/3/2015 15:00,11/3/2015 16:05,,,,,1,0,29,4.14,2.04,1,6,,3,,1,9,1,9,1,9,1,9,,4,,4,,4,,3,,,4,,5,,4,,3,,,4,4,5,5,5,,,,,,,,4,4,4,5,5,,,,,,,,3,3,3,3,3,,,,,,,,3,3,3,3,3,,,,,,,,4,,1,0,0,2.21,0,,,-1,4,92,,88,,60,,60,,70,70,75,80,80,75,80,80,1,0,0
R_ALKTzVfwYeva6yt,Default Response Set,,11/4/2015 12:38,11/4/2015 12:43,,,,,1,0,15,3,1.87,1,6,,3,,1,9,1,9,9,9,9,9,,3,,4,,,,,,,3,,5,,,,,,,3,3,3,3,3,,,,,,,,3,3,3,2,3,"When maintenance is formed on these services, the communication for when downtime is happening and when the services are back up is almost non-existent.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Lack of communication.,1,3.08,3.08,4.05,1,,,-1,2,60,,56,,,,,,60,60,60,50,60,58,40,80,1,0,0
R_2rIMvqfNUZru65b,Default Response Set,,11/4/2015 13:06,11/4/2015 13:13,,,,,1,0,22,3.67,1.75,1,6,,3,,1,9,1,9,1,9,9,9,,4,,3,,2,,,,,3,,5,,3,,,,,4,4,4,4,4,,,,,,,,4,4,4,4,4,,,,,,,,3,4,4,3,4,,,,,,,,,,,,,,,,,,,,4,,1,0,0,9.49,0,,,-1,3,80,,80,,72,,,,73.3,80,80,73.3,80,77.3,80,80,1,0,0
R_2Uhzh5RNRHacCFS,Default Response Set,,11/3/2015 16:45,11/3/2015 16:49,,,,,1,0,30,4.29,2.21,1,7,,3,,1,9,1,9,1,9,1,9,,1,,2,,2,,2,,,3,,3,,5,,5,,,3,3,3,3,3,,,,,,,,3,3,3,3,3,,,,,,,,4,4,3,3,4,,,,,,,,4,5,5,5,5,,,,,,,,4,,1,0,0,0.95,0,,,-1,4,60,,60,,72,,96,,70,75,70,70,75,72,80,80,1,0,0
R_1LTjpldpOO0VmCG,Default Response Set,,11/4/2015 11:15,11/4/2015 11:17,,,,,1,0,18,4.5,1.91,1,7,,3,,9,9,1,9,9,9,9,9,,,,3,,,,,,,,,5,,,,,,,,,,,,,,,,,,,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,Prinson and his team Rock!,1,0,0,3.45,0,,,-1,1,,,100,,,,,,100,100,100,100,100,100,100,80,1,0,0
R_3FVVaf1PSJvXeBF,Default Response Set,,11/9/2015 10:52,11/9/2015 10:53,,,,,1,0,24,4.8,2.05,1,7,,3,,9,9,1,9,9,9,1,9,,,,4,,,,1,,,,,3,,,,4,,,,,,,,,,,,,,,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,,,,,,,,4,,1,0,0,1.37,0,,,-1,2,,,80,,,,80,,80,80,80,80,80,80,80,80,1,0,0
R_2ts546EoS7T2pco,Default Response Set,,11/9/2015 11:50,11/9/2015 11:56,,,,,1,0,28,4,2.38,1,7,,3,,1,1,1,9,9,9,1,9,,5,5,5,,,,5,,,4,4,5,,,,5,,,4,4,4,4,4,,4,4,4,4,4,,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,4,5,5,5,5,,,,,,,,5,Better understanding of how the IT resources are being utilized across projects.,1,0,0,1.6,0,,,-1,4,80,80,100,,,,96,,85,90,90,90,90,89,100,80,1,0,0
R_5544T8OzONmDmF3,Default Response Set,,11/10/2015 13:03,11/10/2015 13:06,,,,,1,0,17,4.25,1.89,1,7,,3,,9,9,1,9,9,9,9,9,,,,1,,,,,,,,,4,,,,,,,,,,,,,,,,,,,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,1,0,0,2.17,0,,,-1,1,,,80,,,,,,80,80,80,80,80,80,80,80,1,0,0
R_2B39PrCXMiu53fF,Default Response Set,,11/3/2015 15:05,11/3/2015 15:06,,,,,1,0,19,4.75,2.22,1,8,,3,,9,9,9,1,9,9,9,9,,,,,1,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,4,5,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,4,,1,0,0,1.92,0,,,-1,1,,,,84,,,,,80,100,80,80,80,84,80,80,1,0,0
R_339fza6KEkkqGPf,Default Response Set,,11/10/2015 9:30,11/10/2015 9:35,,,,,1,0,31,4.43,2.64,1,8,,3,,1,9,1,1,9,9,9,1,Perspective,2,,2,2,,,,2,,4,,4,4,,,,5,,4,4,4,4,4,,,,,,,,4,4,4,4,4,,3,4,3,3,4,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,"Perspective is provided by an outside vendor, with whom we're working to try to address the ongoing problems that we've had with the application.",4,,1,0,0,1.94,0,,,-1,4,80,,80,68,,,,40,65,70,65,65,70,67,80,80,1,0,0
R_210tZWzWjKsebtA,Default Response Set,,11/10/2015 9:41,11/10/2015 9:50,,,,,1,0,24,4,2.37,1,8,,3,,1,9,1,1,9,9,9,9,,5,,4,5,,,,,,4,,4,5,,,,,,3,4,4,4,5,,,,,,,,4,4,4,4,5,,4,3,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,5,"Thanks for everything you are doing.  TOS is doing excellent work, almost always with a smile. Follow a consistent maintenance schedule; leverage costly infrastructure to avoid requiring system outages for routine maintenance; implement cross-organizational change management to minimize system breakdowns; audit means of user access to applications (like Workflow, ModTrak, etc.) to confirm consistent, intuitive user experiences. There are other applications for which TOS runs the infrastructure, but which have no ""app lead,"" and so therefore are either at risk or underperforming; audit these apps to evaluate which ones should have ""app leads,"" which could mitigate enterprise risks and improve the profile of TOS.",1,0,0,1.17,0,,,-1,3,80,,84,84,,,,,73.3,73.3,80,86.7,100,82.7,100,80,1,0,0
R_32JBXfqeIGs1YRK,Default Response Set,,11/3/2015 14:44,11/3/2015 14:46,,,,,1,0,26,4.33,3.08,1,9,Arts and Science,3,,1,1,9,9,9,9,1,9,,5,5,,,,,5,,,5,2,,,,,5,,,4,4,4,4,4,,2,3,2,2,2,"Hyperion is not a user friendly system.  Because we only use the system during budget upload time, we tend to forget how to use the system.",,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,,,,,,,,4,,1,0,0,1.25,0,,,-1,3,80,44,,,,,100,,73.3,80,73.3,73.3,73.3,74.7,80,80,1,0,0
R_tVtbZyZR4rXX19D,Default Response Set,,11/3/2015 14:45,11/3/2015 14:48,,,,,1,0,27,4.5,2.95,1,9,FAS,3,,1,9,1,9,9,9,1,9,,3,,3,,,,3,,,4,,4,,,,5,,,4,4,3,2,2,Responses are slow.,,,,,,,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,,,,,,,,4,Great applications.,1,0,0,1.73,0,,,-1,3,60,,80,,,,100,,86.7,86.7,80,73.3,73.3,80,80,80,1,0,0
R_21bpuyKGzM6Og0o,Default Response Set,,11/3/2015 14:46,11/3/2015 14:53,,,,,1,0,43,4.3,2.45,1,9,NYU School of Law,3,,1,1,1,1,1,1,1,9,,5,1,5,1,5,5,5,,,3,1,3,5,5,2,5,,,3,3,3,3,3,,3,3,3,3,3,,3,3,3,3,3,,3,3,3,3,3,,4,4,4,4,4,,3,3,3,3,3,,4,4,4,4,4,,,,,,,,3,,1,0,0,7.72,0,,,-1,7,60,60,60,60,80,60,80,,65.7,65.7,65.7,65.7,65.7,65.7,60,80,1,0,0
R_1mhgf3N5tuimfR3,Default Response Set,,11/3/2015 14:49,11/3/2015 14:53,,,,,1,0,25,4.17,2.71,1,9,tisch,3,,1,9,1,9,1,9,9,9,,2,,3,,3,,,,,3,,4,,3,,,,,2,4,3,4,2,Horrible applications that are way too cumbersome to navigate,,,,,,,4,4,4,4,4,,,,,,,,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,4,Applications ahould detect at login all appropriate budget codes etc. that apply to the logged in user with no need to search.,1,0,0,1.66,0,,,-1,3,60,,80,,80,,,,66.7,80,73.3,80,66.7,73.3,80,80,1,0,0
R_2Swr1t91LwoqO9H,Default Response Set,,11/3/2015 14:53,11/3/2015 14:59,,,,,1,0,25,4.17,3.13,1,9,Faculty of Arts and Science,3,,1,9,1,9,9,9,1,9,,5,,5,,,,5,,,4,,4,,,,4,,,3,2,1,1,1,"It is impossible to get to a knowledgeable person.  Everyone maintains anonymity in their responses, so nobody is accountable.",,,,,,,3,2,1,1,1,"It is impossible to get to a knowledgeable person.  Everyone maintains anonymity in their responses, so nobody is accountable.  There is a greater interest in closing tickets than really solving a problem.",,,,,,,,,,,,,,,,,,,4,4,4,4,4,,,,,,,,2,I would like to see an account manager orientation.  One person who would shepherd problems through the huge number of people in NYU-IT.,1,0,0,2.1,0,,,-1,3,32,,32,,,,80,,66.7,53.3,40,40,40,48,40,80,1,0,0
R_9uD9OSPNgxCQSqd,Default Response Set,,11/3/2015 14:48,11/3/2015 15:00,,,,,1,0,31,4.43,2.76,1,9,Arts and Science,3,,1,9,1,9,1,9,1,9,,5,,5,,4,,4,,,5,,4,,4,,5,,,4,3,3,3,3,,,,,,,,3,3,3,3,3,,,,,,,,3,4,3,3,3,,,,,,,,4,3,3,3,3,,,,,,,,3,,1,0,0,2.66,0,,,-1,4,64,,60,,64,,64,,70,65,60,60,60,63,60,80,1,0,0
R_30jhjzHBpDivT8k,Default Response Set,,11/3/2015 15:05,11/3/2015 15:10,,,,,1,0,25,4.17,3.13,1,9,Stern,3,,1,9,1,9,9,9,1,9,,5,,5,,,,5,,,5,,4,,,,5,,,2,4,4,4,4,"Since AP Workflow was transitioned to ServiceLink, it has become less intuitive,  it's difficult to figure out processes i.e., reassign, delegate etc.",,,,,,,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,,,,,,,,2,AP Workflow is less efficient than it was.,1,0,0,2.69,0,,,-1,3,72,,80,,,,80,,66.7,80,80,80,80,77.3,40,80,1,0,0
R_3MKINDKY8X8vow3,Default Response Set,,11/3/2015 15:12,11/3/2015 15:19,,,,,1,0,36,5.14,2.97,1,9,College of Arts & Science,3,,1,9,9,9,1,9,1,1,ImageNow,5,,,,5,,5,5,,4,,,,5,,5,3,,4,4,4,4,2,Response time is lagging.  At times I need to followup myself for status.,,,,,,,,,,,,,,,,,,,4,4,4,4,4,,,,,,,,4,4,4,4,4,,4,4,4,4,4,,3,Better trained ITS professionals and immediate followup to solutions are key factors. At times get the run around or tickets get closed without it ever getting resolved.,1,0,0,2.54,0,,,-1,4,72,,,,80,,80,80,80,80,80,80,70,78,60,80,1,0,0
R_1i2o7cbYLbfDeer,Default Response Set,,11/3/2015 15:30,11/3/2015 15:34,,,,,1,0,29,4.14,2.85,1,9,SOE,3,,1,1,1,9,9,9,1,9,,2,2,1,,,,2,,,4,4,3,,,,5,,,3,4,4,4,4,,4,4,4,4,3,,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,,,,,,,,4,,1,0,0,1.84,0,,,-1,4,76,76,60,,,,80,,70,75,75,75,70,73,80,80,1,0,0
R_1jV25SmkOg0P3Lu,Default Response Set,,11/3/2015 15:28,11/3/2015 15:36,,,,,1,0,26,4.33,3.01,1,9,College of Nursing,3,,1,9,1,9,9,9,1,9,,5,,5,,,,5,,,4,,5,,,,4,,,2,2,2,2,2,Approvers should be able to see more detail in ap workflow.  The level of secrecy between the initial servicelink rep and the person who takes care of the request is ridiculous.  There are times when they don't even know who has it.,,,,,,,2,2,2,2,2,I am not confident in the knowledge base of PeopleSync responders.,,,,,,,,,,,,,,,,,,,4,4,5,5,4,,,,,,,,3,I do not think there is sufficient communication with the stakeholders until after applications have been secured.,1,0,0,91.18,0,,,-1,3,40,,40,,,,88,,53.3,53.3,60,60,53.3,56,60,80,1,0,0
R_3fdU6K4bsR5nupA,Default Response Set,,11/3/2015 16:00,11/3/2015 16:11,,,,,1,0,27,5.4,2.61,1,9,Gallatin,3,,9,9,9,9,1,9,1,9,,,,,,5,,5,,,,,,,5,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,,,,,,,,3,3,3,3,3,,,,,,,,3,"The University needs to get rid of Service Link or improve it.  It is infuriating to get a canned response that says ""Your request regarding Service Desk (NYU ITS) with reference number #XXXXXX has been resolved with Resolution Reason: Fixed"" when the problem has not been fixed.  This includes messages from all offices using Service Link (registrar, financial aid, etc.) not just ITS.  Also Service Link auto responses do not include the initial email to the University so the client has no conversation thread when problems continue.",1,0,0,0.8,0,,,-1,2,,,,,60,,60,,60,60,60,60,60,60,60,80,1,0,0
R_T2bDPl9m1qRrnXP,Default Response Set,,11/3/2015 17:56,11/3/2015 18:03,,,,,1,0,34,4.25,2.76,1,9,Law,3,,1,1,1,9,9,1,1,9,,5,5,5,,,5,5,,,3,5,3,,,5,5,,,4,4,4,2,2,It would be good if your teams would partner with clients and local IT teams to provide better service.,4,4,4,2,2,See other answer,4,4,4,2,2,See other answer,,,,,,,,,,,,,4,4,4,2,2,See other answer,4,4,4,2,2,See other answer,,,,,,,3,See other answer,1,1,1,1.56,1,,,-1,5,64,64,64,,,64,64,,80,80,80,40,40,64,60,80,1,0,0
R_WoIJDyGxcggT1ap,Default Response Set,,11/4/2015 9:16,11/4/2015 9:20,,,,,1,0,38,4.22,2.49,1,9,Steinhardt,3,,1,1,1,1,1,9,1,9,,5,5,5,1,5,,5,,,2,3,3,2,5,,5,,,4,4,4,4,4,,4,4,4,4,4,,4,4,4,4,4,,4,4,4,4,4,,4,4,4,4,4,,,,,,,,4,3,4,4,4,,,,,,,,4,,1,0,0,1.67,0,,,-1,6,80,80,80,80,80,,76,,80,76.7,80,80,80,79.3,80,80,1,0,0
R_yrmCAdNExY4cRR7,Default Response Set,,11/4/2015 10:53,11/4/2015 11:07,,,,,1,0,32,4,2.78,1,9,School,3,,1,1,1,9,1,9,1,9,,5,5,5,,5,,5,,,5,2,3,,5,,5,,,1,1,1,1,1,"don't need messenger service, need people who know the systems and are able to give answers, not just a ticket!!",2,2,2,2,2,"Hyperion, don't use it that often, find it hard to work with. Not very intuitive for my taste",3,3,3,3,3,,,,,,,,4,4,4,4,4,,,,,,,,5,5,5,5,5,,,,,,,,2,"the only service I am satisfied with is DSG UDW+, people can help and have an excellent knowledge of what they are taking about. Every thing else just a service to write down your issue, never a quick response, and not very caring!",1,0,0,13.95,0,,,-1,5,20,40,60,,80,,100,,60,60,60,60,60,60,40,80,1,0,0
R_w5hhWDSqdN65J5f,Default Response Set,,11/4/2015 11:21,11/4/2015 11:27,,,,,1,0,26,4.33,3.33,1,9,Steinhardt,3,,1,9,1,9,9,9,9,1,NYU Classes,3,,3,,,,,3,,4,,4,,,,,4,,3,3,2,2,2,Not user friendly. Often confusing. Pages are either too big or small to fit on screen.,,,,,,,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,Compared to other LMS' it is not up to standards. Hard to use and missing key functionalities.,2,All seem like they were made in 1990,1,0,0,1.6,0,,,-1,3,48,,60,,,,,40,53.3,53.3,46.7,46.7,46.7,49.3,40,80,1,0,0
R_27qhnPy2nIEnDEV,Default Response Set,,11/4/2015 11:30,11/4/2015 11:41,,,,,1,0,30,4.29,2.75,1,9,Steinhardt,3,,1,9,1,1,9,9,1,9,,2,,5,5,,,5,,,3,,4,4,,,5,,,3,3,3,2,2,"More ""end user"" services should be made available for payment gateway.  Although troubleshooting services are good, setting up a new gateway is complicated and likely can't be done easily unless the end user has done this several times before.",,,,,,,2,3,3,3,2,mytime is just a difficult and clunky app to use ... iLearn portal is a bit clunky and authoring modules is very time consuming.,3,4,4,4,4,,,,,,,,,,,,,,4,4,4,4,4,,,,,,,,3,Service availability is excellent.  UX (user experience) and interface design on the apps need a lot of work.,1,0,0,2.36,0,,,-1,4,52,,52,76,,,80,,60,70,70,65,60,65,60,80,1,0,0
R_2qrdoRTDwwanDOz,Default Response Set,,11/4/2015 11:47,11/4/2015 11:55,,,,,1,0,37,4.11,2.52,1,9,School,3,,1,1,1,1,1,9,1,9,,5,5,5,5,5,,5,,,5,5,5,3,5,,5,,,4,4,2,1,1,"ServiceLink does not meet our needs.  ""Tickets"" are issued and closed without explanation; messages are unclear and don't reference initial inquiry; response time is abysmal.  We need real people with real expertise to resolve problems.",4,4,4,4,4,,2,2,2,1,1,"PeopleLink does not meet our needs, and iLearn programs are tedious and repetitive.  PeopleSync does not provide the information we need in clear, readily accessible ways.  MyTime is a nightmare.  PASS seems great by comparison.  We need real people who understand our school to quickly address problems to provide better customer service.  We are not serving our customers at an acceptable level and service has declined dramatically.",4,4,3,3,3,,4,4,3,4,4,,,,,,,,5,4,4,5,4,,,,,,,,3,"Get rid of the call desks and return to providing good ""local"" customer service by providing staff liaisons that understand specific school and unit needs.  One size does not fit all, and we look terrible to our customers.",1,0,0,3.28,0,,,-1,6,48,80,32,68,76,,88,,76.7,73.3,60,60,56.7,65.3,60,80,1,0,0
R_1F5R4H1UqW0SGuG,Default Response Set,,11/4/2015 16:09,11/4/2015 16:12,,,,,1,0,24,4.8,2.49,1,9,TSOA,3,,9,9,1,9,1,9,9,9,,,,5,,5,,,,,,,5,,5,,,,,,,,,,,,,,,,,4,4,4,4,5,,,,,,,,4,4,4,2,5,There are improvements and things that could be done to Albert to make life easier and there has not been a user assessment of what small adjustments that could be made. I.e. including email addresses for faculty members in the course weekly schedule,,,,,,,,,,,,,,,,,,,4,,1,0,0,1.26,0,,,-1,2,,,84,,76,,,,80,80,80,60,100,80,80,80,1,0,0
R_wMdrcoiuTEV8hFf,Default Response Set,,11/5/2015 9:01,11/5/2015 9:04,,,,,1,0,23,3.83,2.99,1,9,LS/FAS,1,,1,9,1,9,1,9,9,9,,5,,5,,5,,,,,3,,3,,4,,,,,4,4,4,4,4,,,,,,,,4,4,4,4,4,,,,,,,,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,4,,1,0,0,1.36,0,,,-1,3,80,,80,,100,,,,86.7,86.7,86.7,86.7,86.7,86.7,80,80,1,0,0
R_UbBqVwlHDLsbttf,Default Response Set,,11/5/2015 9:32,11/5/2015 9:38,,,,,1,0,33,4.13,2.64,1,9,Steinhardt,3,,1,1,1,1,9,9,1,9,,5,5,5,2,,,5,,,5,4,4,2,,,4,,,4,4,4,5,5,,3,3,4,4,4,,3,4,3,3,4,,5,4,4,4,4,,,,,,,,,,,,,,3,3,3,4,4,,,,,,,,4,,1,0,0,2.58,0,,,-1,5,88,72,68,84,,,68,,72,72,72,80,84,76,80,80,1,0,0
R_xx9Rs45qiP2N56h,Default Response Set,,11/5/2015 20:27,11/5/2015 20:39,,,,,1,0,26,4.33,3.01,1,9,Libraries,3,,1,9,1,9,9,9,1,9,,5,,5,,,,5,,,4,,5,,,,3,,,3,4,1,1,2,"I am mostly referring to ServiceLink. There are simple problems that used to be handled via phone. While I understand that the ""old"" system didn't work perfectly, it was easier to track from a customer perspective. I at times am so busy that the last thing I want to do is work through servicelink and simply deal with the ""inconvenience"". I also use AP Workflow and it is generally an okay system.",,,,,,,3,3,2,1,2,"The systems don't integrate well and it pushes the work and sometimes issues downstream to the end users. myTime is still not fixed to handle the graduate student populations time off, PeopleAdmin is not a sophisticated applicant tracking system and  PeopleSync has its own challenges that lead to delays in processing transactions. The PeopleLink service is learning the system along with us and it is difficult for that group to support the schools when something goes wrong or we encounter a ""glitch"".",,,,,,,,,,,,,,,,,,,4,4,4,3,3,,,,,,,,3,"a better voicemail system and possibly sending voicemails to my email would be great.  there are other collaboration tools such as Stack that we could look into more removing the VPN requirement for myTime upgrading our applicant tracking system and our learning management system to a unified platform (integrated solution) easier navigation, including log in to UDW",1,0,0,1.24,0,,,-1,3,44,,44,,,,72,,66.7,73.3,46.7,33.3,46.7,53.3,60,80,1,0,0
R_1PepgSm75m6O5eZ,Default Response Set,,11/6/2015 11:16,11/6/2015 11:19,,,,,1,0,30,5,2.9,1,9,Stern,3,,1,9,9,9,9,1,1,9,,5,,,,,5,5,,,2,,,,,2,4,,,4,4,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,,4,4,4,4,4,,,,,,,,4,,1,0,0,2.44,0,,,-1,3,72,,,,,60,80,,73.3,73.3,73.3,66.7,66.7,70.7,80,80,1,0,0
